tax_year,geo,credit,amount,top,rate,clawback,clawback_rate,index
2023,PE,Equivalent To Spouse Amount,10829.0,,0.098,,,0
2023,PE,Personal Amount,12750.0,,0.098,,,0
2023,PE,Spousal Amount,10829.0,,0.098,,,0
2024,PE,Age Amount,5595.0,71040.0,0.0965,33740.0,0.15,0
2024,PE,Equivalent To Spouse Amount,11466.0,,0.0965,,,0
2024,PE,Personal Amount,13500.0,,0.0965,,,0
2024,PE,Spousal Amount,11466.0,,0.0965,,,0
2025,PE,Age Amount,6510.0,80000.0,0.095,36600.0,0.15,0
2025,PE,Equivalent To Spouse Amount,12443.0,,0.095,,,0
2025,PE,Personal Amount,14650.0,,0.095,,,0
2025,PE,Spousal Amount,12443.0,,0.095,,,0
2026,PE,Age Amount,6510.0,80000.0,0.095,36600.0,0.15,1
2026,PE,Equivalent To Spouse Amount,12740.0,,0.095,,,1
2026,PE,Personal Amount,15000.0,,0.095,,,1
2026,PE,Spousal Amount,12740.0,,0.095,,,1
2027,PE,Age Amount,6510.0,80000.0,0.095,36600.0,0.15,0
2027,PE,Equivalent To Spouse Amount,13052.0,,0.095,,,1
2027,PE,Personal Amount,15367.0,,0.095,,,1
2027,PE,Spousal Amount,13052.0,,0.095,,,1
2028,PE,Age Amount,6510.0,80000.0,0.095,36600.0,0.15,0
2028,PE,Equivalent To Spouse Amount,13396.0,,0.095,,,1
2028,PE,Personal Amount,15773.0,,0.095,,,1
2028,PE,Spousal Amount,13396.0,,0.095,,,1
2029,PE,Age Amount,6510.0,80000.0,0.095,36600.0,0.15,0
2029,PE,Equivalent To Spouse Amount,13762.0,,0.095,,,1
2029,PE,Personal Amount,16203.0,,0.095,,,1
2029,PE,Spousal Amount,13762.0,,0.095,,,1
2030,PE,Age Amount,6510.0,80000.0,0.095,36600.0,0.15,0
2030,PE,Equivalent To Spouse Amount,14143.0,,0.095,,,1
2030,PE,Personal Amount,16652.0,,0.095,,,1
2030,PE,Spousal Amount,14143.0,,0.095,,,1
2014,QC,Age Amount,2435.0,49028.33,0.2,32795.0,0.15,1
2014,QC,Equivalent To Spouse Amount,0.0,,0.2,,,1
2014,QC,Personal Amount,11305.0,,0.2,,,1
2014,QC,Spousal Amount,0.0,,0.2,,,1
2015,QC,Age Amount,2460.0,49545.0,0.2,33145.0,0.15,1
2015,QC,Equivalent To Spouse Amount,0.0,,0.2,,,1
2015,QC,Personal Amount,11425.0,,0.2,,,1
2015,QC,Spousal Amount,0.0,,0.2,,,1
2016,QC,Age Amount,2485.0,50071.67,0.2,33505.0,0.15,1
2016,QC,Equivalent To Spouse Amount,0.0,,0.2,,,1
2016,QC,Personal Amount,11550.0,,0.2,,,1
2016,QC,Spousal Amount,0.0,,0.2,,,1
2017,QC,Age Amount,3132.0,50459.0,0.15,33755.0,0.1875,1
2017,QC,Equivalent To Spouse Amount,0.0,,0.15,,,1
2017,QC,Personal Amount,14890.0,,0.15,,,1
2017,QC,Spousal Amount,0.0,,0.15,,,1
2018,QC,Age Amount,3158.0,50872.67,0.15,34030.0,0.1875,1
2018,QC,Equivalent To Spouse Amount,0.0,,0.15,,,1
2018,QC,Personal Amount,15012.0,,0.15,,,1
2018,QC,Spousal Amount,0.0,,0.15,,,1
2019,QC,Age Amount,3212.0,51740.67,0.15,34610.0,0.1875,1
2019,QC,Equivalent To Spouse Amount,0.0,,0.15,,,1
2019,QC,Personal Amount,15269.0,,0.15,,,1
2019,QC,Spousal Amount,0.0,,0.15,,,1
2020,QC,Age Amount,3267.0,52629.0,0.15,35205.0,0.1875,1
2020,QC,Equivalent To Spouse Amount,0.0,,0.15,,,1
2020,QC,Personal Amount,15532.0,,0.15,,,1
2020,QC,Spousal Amount,0.0,,0.15,,,1
2021,QC,Age Amount,3308.0,53292.67,0.15,35650.0,0.1875,1
2021,QC,Equivalent To Spouse Amount,0.0,,0.15,,,1
2021,QC,Personal Amount,15728.0,,0.15,,,1
2021,QC,Spousal Amount,0.0,,0.15,,,1
2022,QC,Age Amount,3395.0,54696.67,0.15,36590.0,0.1875,1
2022,QC,Equivalent To Spouse Amount,0.0,,0.15,,,1
2022,QC,Personal Amount,16143.0,,0.15,,,1
2022,QC,Spousal Amount,0.0,,0.15,,,1
2023,QC,Age Amount,3614.0,58219.67,0.14,38945.0,0.1875,1
2023,QC,Equivalent To Spouse Amount,0.0,,0.14,,,1
2023,QC,Personal Amount,17183.0,,0.14,,,1
2023,QC,Spousal Amount,0.0,,0.14,,,1
2024,QC,Age Amount,3798.0,61181.0,0.14,40925.0,0.1875,1
2024,QC,Equivalent To Spouse Amount,0.0,,0.14,,,1
2024,QC,Personal Amount,18056.0,,0.14,,,1
2024,QC,Spousal Amount,0.0,,0.14,,,1
2025,QC,Age Amount,3906.0,62922.0,0.14,42090.0,0.1875,1
2025,QC,Equivalent To Spouse Amount,0.0,,0.14,,,1
2025,QC,Personal Amount,18571.0,,0.14,,,1
2025,QC,Spousal Amount,0.0,,0.14,,,1
2026,QC,Age Amount,3986.0,64213.67,0.14,42955.0,0.1875,1
2026,QC,Equivalent To Spouse Amount,0.0,,0.14,,,1
2026,QC,Personal Amount,18952.0,,0.14,,,1
2026,QC,Spousal Amount,0.0,,0.14,,,1
2027,QC,Age Amount,4083.0,65782.0,0.14,44006.0,0.1875,1
2027,QC,Equivalent To Spouse Amount,0.0,,0.14,,,0
2027,QC,Personal Amount,19416.0,,0.14,,,1
2027,QC,Spousal Amount,0.0,,0.14,,,0
2028,QC,Age Amount,4191.0,67520.0,0.14,45168.0,0.1875,1
2028,QC,Equivalent To Spouse Amount,0.0,,0.14,,,0
2028,QC,Personal Amount,19929.0,,0.14,,,1
2028,QC,Spousal Amount,0.0,,0.14,,,0
2029,QC,Age Amount,4306.0,69366.33,0.14,46401.0,0.1875,1
2029,QC,Equivalent To Spouse Amount,0.0,,0.14,,,0
2029,QC,Personal Amount,20472.0,,0.14,,,1
2029,QC,Spousal Amount,0.0,,0.14,,,0
2030,QC,Age Amount,4425.0,71285.0,0.14,47685.0,0.1875,1
2030,QC,Equivalent To Spouse Amount,0.0,,0.14,,,0
2030,QC,Personal Amount,21039.0,,0.14,,,1
2030,QC,Spousal Amount,0.0,,0.14,,,0
2014,SK,Age Amount,4684.0,66100.0,0.11,34873.0,0.15,1
2014,SK,Equivalent To Spouse Amount,15378.0,16916.0,0.11,,,1
2014,SK,Personal Amount,15378.0,,0.11,,,1
2014,SK,Spousal Amount,15378.0,16916.0,0.11,1538.0,,1
2015,SK,Age Amount,4764.0,67226.0,0.11,35466.0,0.15,1
2015,SK,Equivalent To Spouse Amount,15639.0,17203.0,0.11,,,1
2015,SK,Personal Amount,15639.0,,0.11,,,1
2015,SK,Spousal Amount,15639.0,17203.0,0.11,1564.0,,1
2016,SK,Age Amount,4826.0,68100.0,0.11,35927.0,0.15,1
2016,SK,Equivalent To Spouse Amount,15843.0,17428.0,0.11,,,1
2016,SK,Personal Amount,15843.0,,0.11,,,1
2016,SK,Spousal Amount,15843.0,17428.0,0.11,1585.0,,1
2017,SK,Age Amount,4894.0,69057.0,0.1075,36430.0,0.15,1
2017,SK,Equivalent To Spouse Amount,16065.0,17672.0,0.1075,,,1
2017,SK,Personal Amount,16065.0,,0.1075,,,1
2017,SK,Spousal Amount,16065.0,17672.0,0.1075,1607.0,,1
2018,SK,Age Amount,4894.0,69057.0,0.105,36430.0,0.15,0
2018,SK,Equivalent To Spouse Amount,16065.0,17672.0,0.105,,,0
2018,SK,Personal Amount,16065.0,,0.105,,,0
2018,SK,Spousal Amount,16065.0,17672.0,0.105,1607.0,,0
2019,SK,Age Amount,4894.0,69057.0,0.105,36430.0,0.15,0
2019,SK,Equivalent To Spouse Amount,16065.0,17672.0,0.105,,,0
2019,SK,Personal Amount,16065.0,,0.105,,,0
2019,SK,Spousal Amount,16065.0,17672.0,0.105,1607.0,,0
2020,SK,Age Amount,4894.0,69057.0,0.105,36430.0,0.15,0
2020,SK,Equivalent To Spouse Amount,16065.0,17672.0,0.105,,,0
2020,SK,Personal Amount,16065.0,,0.105,,,0
2020,SK,Spousal Amount,16065.0,17672.0,0.105,1607.0,,0
2021,SK,Age Amount,4942.0,69741.0,0.105,36794.0,0.15,1
2021,SK,Equivalent To Spouse Amount,16225.0,17848.0,0.105,,,1
2021,SK,Personal Amount,16225.0,,0.105,,,1
2021,SK,Spousal Amount,16225.0,17848.0,0.105,1623.0,,1
2022,SK,Age Amount,5061.0,71417.0,0.105,37677.0,0.15,1
2022,SK,Equivalent To Spouse Amount,16615.0,18277.0,0.105,,,1
2022,SK,Personal Amount,16615.0,,0.105,,,1
2022,SK,Spousal Amount,16615.0,18277.0,0.105,1662.0,,1
2023,SK,Age Amount,5380.0,75918.0,0.105,40051.0,0.15,1
2023,SK,Equivalent To Spouse Amount,17661.0,19428.0,0.105,,,1
2023,SK,Personal Amount,17661.0,,0.105,,,1
2023,SK,Spousal Amount,17661.0,19428.0,0.105,1767.0,,1
2024,SK,Age Amount,5633.0,79486.0,0.105,41933.0,0.15,1
2024,SK,Equivalent To Spouse Amount,18491.0,20341.0,0.105,,,1
2024,SK,Personal Amount,18491.0,,0.105,,,1
2024,SK,Spousal Amount,18491.0,20341.0,0.105,1850.0,,1
2025,SK,Age Amount,5785.0,81632.0,0.105,43065.0,0.15,1
2025,SK,Equivalent To Spouse Amount,19491.0,21440.0,0.105,,,1
2025,SK,Personal Amount,19491.0,,0.105,,,1
2025,SK,Spousal Amount,19491.0,21440.0,0.105,1949.0,,1
2026,SK,Age Amount,5901.0,83267.0,0.105,43927.0,0.15,1
2026,SK,Equivalent To Spouse Amount,20381.0,22419.0,0.105,,,1
2026,SK,Personal Amount,20381.0,,0.105,,,1
2026,SK,Spousal Amount,20381.0,22419.0,0.105,2038.0,,1
2027,SK,Age Amount,6045.0,85301.0,0.105,45001.0,0.15,1
2027,SK,Equivalent To Spouse Amount,20879.0,22967.0,0.105,,,1
2027,SK,Personal Amount,20879.0,,0.105,,,1
2027,SK,Spousal Amount,20879.0,22967.0,0.105,2088.0,,1
2028,SK,Age Amount,6205.0,87556.67,0.105,46190.0,0.15,1
2028,SK,Equivalent To Spouse Amount,21431.0,23574.0,0.105,,,1
2028,SK,Personal Amount,21431.0,,0.105,,,1
2028,SK,Spousal Amount,21431.0,23574.0,0.105,2143.0,,1
2029,SK,Age Amount,6374.0,89944.33,0.105,47451.0,0.15,1
2029,SK,Equivalent To Spouse Amount,22016.0,24217.0,0.105,,,1
2029,SK,Personal Amount,22016.0,,0.105,,,1
2029,SK,Spousal Amount,22016.0,24217.0,0.105,2201.0,,1
2030,SK,Age Amount,6551.0,92437.33,0.105,48764.0,0.15,1
2030,SK,Equivalent To Spouse Amount,22625.0,24888.0,0.105,,,1
2030,SK,Personal Amount,22625.0,,0.105,,,1
2030,SK,Spousal Amount,22625.0,24888.0,0.105,2262.0,,1
