tax_year,geo,lower,rate,index
2025,PE,140000.0,0.19,1.0
2026,PE,0.0,0.095,1.0
2026,PE,33928.0,0.1347,1.0
2026,PE,65820.0,0.166,1.0
2026,PE,106890.0,0.1762,1.0
2026,PE,142250.0,0.19,1.0
2026,PE,200000.0,0.2,0.0
2027,PE,0.0,0.095,0.0
2027,PE,34758.0,0.1347,1.0
2027,PE,67430.0,0.166,1.0
2027,PE,109504.0,0.1762,1.0
2027,PE,145729.0,0.19,1.0
2027,PE,200000.0,0.2,0.0
2028,PE,0.0,0.095,0.0
2028,PE,35676.0,0.1347,1.0
2028,PE,69211.0,0.166,1.0
2028,PE,112398.0,0.1762,1.0
2028,PE,149580.0,0.19,1.0
2028,PE,200000.0,0.2,0.0
2029,PE,0.0,0.095,0.0
2029,PE,36650.0,0.1347,1.0
2029,PE,71100.0,0.166,1.0
2029,PE,115465.0,0.1762,1.0
2029,PE,153661.0,0.19,1.0
2029,PE,200000.0,0.2,0.0
2030,PE,0.0,0.095,0.0
2030,PE,37664.0,0.1347,1.0
2030,PE,73067.0,0.166,1.0
2030,PE,118660.0,0.1762,1.0
2030,PE,157913.0,0.19,1.0
2030,PE,200000.0,0.2,0.0
2014,QC,0.0,0.16,1.0
2014,QC,41495.0,0.2,1.0
2014,QC,82985.0,0.24,1.0
2014,QC,100970.0,0.2575,1.0
2015,QC,0.0,0.16,1.0
2015,QC,41935.0,0.2,1.0
2015,QC,83865.0,0.24,1.0
2015,QC,102040.0,0.2575,1.0
2016,QC,0.0,0.16,1.0
2016,QC,42390.0,0.2,1.0
2016,QC,84780.0,0.24,1.0
2016,QC,103150.0,0.2575,1.0
2017,QC,0.0,0.15,1.0
2017,QC,42705.0,0.2,1.0
2017,QC,85405.0,0.24,1.0
2017,QC,103915.0,0.2575,1.0
2018,QC,0.0,0.15,1.0
2018,QC,43055.0,0.2,1.0
2018,QC,86105.0,0.24,1.0
2018,QC,104765.0,0.2575,1.0
2019,QC,0.0,0.15,1.0
2019,QC,43790.0,0.2,1.0
2019,QC,87575.0,0.24,1.0
2019,QC,106555.0,0.2575,1.0
2020,QC,0.0,0.15,1.0
2020,QC,44545.0,0.2,1.0
2020,QC,89080.0,0.24,1.0
2020,QC,108390.0,0.2575,1.0
2021,QC,0.0,0.15,1.0
2021,QC,45105.0,0.2,1.0
2021,QC,90200.0,0.24,1.0
2021,QC,109755.0,0.2575,1.0
2022,QC,0.0,0.15,1.0
2022,QC,46295.0,0.2,1.0
2022,QC,92580.0,0.24,1.0
2022,QC,112655.0,0.2575,1.0
2023,QC,0.0,0.14,1.0
2023,QC,49275.0,0.19,1.0
2023,QC,98540.0,0.24,1.0
2023,QC,119910.0,0.2575,1.0
2024,QC,0.0,0.14,1.0
2024,QC,51780.0,0.19,1.0
2024,QC,103545.0,0.24,1.0
2024,QC,126000.0,0.2575,1.0
2025,QC,0.0,0.14,1.0
2025,QC,53255.0,0.19,1.0
2025,QC,106495.0,0.24,1.0
2025,QC,129590.0,0.2575,1.0
2026,QC,0.0,0.14,1.0
2026,QC,54345.0,0.19,1.0
2026,QC,108680.0,0.24,1.0
2026,QC,132245.0,0.2575,1.0
2027,QC,0.0,0.14,0.0
2027,QC,55674.0,0.19,1.0
2027,QC,111338.0,0.24,1.0
2027,QC,135479.0,0.2575,1.0
2028,QC,0.0,0.14,0.0
2028,QC,57145.0,0.19,1.0
2028,QC,114280.0,0.24,1.0
2028,QC,139059.0,0.2575,1.0
2029,QC,0.0,0.14,0.0
2029,QC,58705.0,0.19,1.0
2029,QC,117398.0,0.24,1.0
2029,QC,142854.0,0.2575,1.0
2030,QC,0.0,0.14,0.0
2030,QC,60329.0,0.19,1.0
2030,QC,120647.0,0.24,1.0
2030,QC,146806.0,0.2575,1.0
2014,SK,0.0,0.11,1.0
2014,SK,43292.0,0.13,1.0
2014,SK,123692.0,0.15,1.0
2015,SK,0.0,0.11,1.0
2015,SK,44028.0,0.13,1.0
2015,SK,125795.0,0.15,1.0
2016,SK,0.0,0.11,1.0
2016,SK,44601.0,0.13,1.0
2016,SK,127430.0,0.15,1.0
2017,SK,0.0,0.1075,1.0
2017,SK,45225.0,0.1275,1.0
2017,SK,129214.0,0.1475,1.0
2018,SK,0.0,0.105,0.0
2018,SK,45225.0,0.125,0.0
2018,SK,129214.0,0.145,0.0
2019,SK,0.0,0.105,0.0
2019,SK,45225.0,0.125,0.0
2019,SK,129214.0,0.145,0.0
2020,SK,0.0,0.105,0.0
2020,SK,45225.0,0.125,0.0
2020,SK,129214.0,0.145,0.0
2021,SK,0.0,0.105,1.0
2021,SK,45677.0,0.125,1.0
2021,SK,130506.0,0.145,1.0
2022,SK,0.0,0.105,1.0
2022,SK,46773.0,0.125,1.0
2022,SK,133638.0,0.145,1.0
2023,SK,0.0,0.105,1.0
2023,SK,49720.0,0.125,1.0
2023,SK,142058.0,0.145,1.0
2024,SK,0.0,0.105,1.0
2024,SK,52057.0,0.125,1.0
2024,SK,148734.0,0.145,1.0
2025,SK,0.0,0.105,1.0
2025,SK,53463.0,0.125,1.0
2025,SK,152750.0,0.145,1.0
2026,SK,0.0,0.105,1.0
2026,SK,54532.0,0.125,1.0
2026,SK,155805.0,0.145,1.0
2027,SK,0.0,0.105,0.0
2027,SK,55866.0,0.125,1.0
2027,SK,159616.0,0.145,1.0
2028,SK,0.0,0.105,0.0
2028,SK,57342.0,0.125,1.0
2028,SK,163833.0,0.145,1.0
2029,SK,0.0,0.105,0.0
2029,SK,58907.0,0.125,1.0
2029,SK,168304.0,0.145,1.0
2030,SK,0.0,0.105,0.0
2030,SK,60536.0,0.125,1.0
2030,SK,172961.0,0.145,1.0
